vol,a280,complex
0,0.235,YiiP
0.033,0.286,YiiP
0.067,0.315,YiiP
0.1,0.261,YiiP
0.133,0.187,YiiP
0.167,0.205,YiiP
0.2,0.243,YiiP
0.233,0.252,YiiP
0.267,0.243,YiiP
0.3,0.232,YiiP
0.333,0.224,YiiP
0.366,0.219,YiiP
0.4,0.215,YiiP
0.433,0.21,YiiP
0.466,0.207,YiiP
0.5,0.206,YiiP
0.533,0.204,YiiP
0.566,0.201,YiiP
0.6,0.198,YiiP
0.633,0.194,YiiP
0.666,0.187,YiiP
0.7,0.184,YiiP
0.733,0.18,YiiP
0.766,0.178,YiiP
0.8,0.174,YiiP
0.833,0.171,YiiP
0.866,0.167,YiiP
0.9,0.164,YiiP
0.933,0.162,YiiP
0.966,0.162,YiiP
0.999,0.163,YiiP
1.033,0.159,YiiP
1.066,0.153,YiiP
1.099,0.149,YiiP
1.133,0.149,YiiP
1.166,0.146,YiiP
1.199,0.144,YiiP
1.233,0.142,YiiP
1.266,0.14,YiiP
1.299,0.139,YiiP
1.333,0.135,YiiP
1.366,0.132,YiiP
1.399,0.131,YiiP
1.433,0.13,YiiP
1.466,0.124,YiiP
1.499,0.12,YiiP
1.533,0.118,YiiP
1.566,0.117,YiiP
1.599,0.115,YiiP
1.632,0.112,YiiP
1.666,0.111,YiiP
1.699,0.109,YiiP
1.732,0.107,YiiP
1.766,0.105,YiiP
1.799,0.104,YiiP
1.832,0.103,YiiP
1.866,0.098,YiiP
1.899,0.095,YiiP
1.932,0.092,YiiP
1.966,0.088,YiiP
1.999,0.083,YiiP
2.032,0.08,YiiP
2.066,0.078,YiiP
2.099,0.075,YiiP
2.132,0.072,YiiP
2.166,0.073,YiiP
2.199,0.073,YiiP
2.232,0.07,YiiP
2.265,0.067,YiiP
2.299,0.065,YiiP
2.332,0.064,YiiP
2.365,0.062,YiiP
2.399,0.059,YiiP
2.432,0.058,YiiP
2.465,0.057,YiiP
2.499,0.055,YiiP
2.532,0.053,YiiP
2.565,0.052,YiiP
2.599,0.051,YiiP
2.632,0.05,YiiP
2.665,0.05,YiiP
2.699,0.049,YiiP
2.732,0.048,YiiP
2.765,0.046,YiiP
2.799,0.044,YiiP
2.832,0.042,YiiP
2.865,0.042,YiiP
2.898,0.04,YiiP
2.932,0.039,YiiP
2.965,0.041,YiiP
2.998,0.041,YiiP
3.032,0.039,YiiP
3.065,0.033,YiiP
3.098,0.031,YiiP
3.132,0.029,YiiP
3.165,0.027,YiiP
3.198,0.028,YiiP
3.232,0.028,YiiP
3.265,0.025,YiiP
3.298,0.022,YiiP
3.332,0.022,YiiP
3.365,0.022,YiiP
3.398,0.023,YiiP
3.432,0.019,YiiP
3.465,0.017,YiiP
3.498,0.018,YiiP
3.531,0.02,YiiP
3.565,0.018,YiiP
3.598,0.017,YiiP
3.631,0.016,YiiP
3.665,0.016,YiiP
3.698,0.014,YiiP
3.731,0.013,YiiP
3.765,0.015,YiiP
3.798,0.012,YiiP
3.831,0.011,YiiP
3.865,0.009,YiiP
3.898,0.009,YiiP
3.931,0.007,YiiP
3.965,0.002,YiiP
3.998,0.004,YiiP
4.031,0.005,YiiP
4.065,0.006,YiiP
4.098,0.004,YiiP
4.131,0.003,YiiP
4.164,0.002,YiiP
4.198,-0.002,YiiP
4.231,-0.004,YiiP
4.264,-0.003,YiiP
4.298,-0.003,YiiP
4.331,-0.007,YiiP
4.364,-0.011,YiiP
4.398,-0.013,YiiP
4.431,-0.014,YiiP
4.464,-0.018,YiiP
4.498,-0.018,YiiP
4.531,-0.017,YiiP
4.564,-0.015,YiiP
4.598,-0.018,YiiP
4.631,-0.02,YiiP
4.664,-0.019,YiiP
4.698,-0.02,YiiP
4.731,-0.022,YiiP
4.764,-0.024,YiiP
4.798,-0.024,YiiP
4.831,-0.025,YiiP
4.864,-0.026,YiiP
4.897,-0.026,YiiP
4.931,-0.025,YiiP
4.964,-0.024,YiiP
4.997,-0.028,YiiP
5.031,-0.03,YiiP
5.064,-0.029,YiiP
5.097,-0.027,YiiP
5.131,-0.028,YiiP
5.164,-0.027,YiiP
5.197,-0.027,YiiP
5.231,-0.029,YiiP
5.264,-0.031,YiiP
5.297,-0.031,YiiP
5.331,-0.03,YiiP
5.364,-0.031,YiiP
5.397,-0.032,YiiP
5.431,-0.032,YiiP
5.464,-0.034,YiiP
5.497,-0.037,YiiP
5.53,-0.041,YiiP
5.564,-0.043,YiiP
5.597,-0.044,YiiP
5.63,-0.045,YiiP
5.664,-0.047,YiiP
5.697,-0.045,YiiP
5.73,-0.043,YiiP
5.764,-0.044,YiiP
5.797,-0.045,YiiP
5.83,-0.046,YiiP
5.864,-0.048,YiiP
5.897,-0.05,YiiP
5.93,-0.053,YiiP
5.964,-0.056,YiiP
5.997,-0.056,YiiP
6.03,-0.056,YiiP
6.064,-0.059,YiiP
6.097,-0.06,YiiP
6.13,-0.059,YiiP
6.163,-0.061,YiiP
6.197,-0.061,YiiP
6.23,-0.061,YiiP
6.263,-0.062,YiiP
6.297,-0.065,YiiP
6.33,-0.067,YiiP
6.363,-0.068,YiiP
6.397,-0.07,YiiP
6.43,-0.072,YiiP
6.463,-0.072,YiiP
6.497,-0.069,YiiP
6.53,-0.07,YiiP
6.563,-0.073,YiiP
6.597,-0.075,YiiP
6.63,-0.095,YiiP
6.663,-0.112,YiiP
6.697,-0.108,YiiP
6.73,-0.094,YiiP
6.763,-0.086,YiiP
6.796,-0.083,YiiP
6.83,-0.084,YiiP
6.863,-0.085,YiiP
6.896,-0.085,YiiP
6.93,-0.086,YiiP
6.963,-0.089,YiiP
6.996,-0.09,YiiP
7.03,-0.089,YiiP
7.063,-0.089,YiiP
7.096,-0.09,YiiP
7.13,-0.089,YiiP
7.163,-0.087,YiiP
7.196,-0.084,YiiP
7.23,-0.083,YiiP
7.263,-0.084,YiiP
7.296,-0.084,YiiP
7.33,-0.084,YiiP
7.363,-0.085,YiiP
7.396,-0.083,YiiP
7.429,-0.081,YiiP
7.463,-0.077,YiiP
7.496,-0.08,YiiP
7.529,-0.084,YiiP
7.563,-0.085,YiiP
7.596,-0.081,YiiP
7.629,-0.079,YiiP
7.663,-0.078,YiiP
7.696,-0.079,YiiP
7.729,-0.077,YiiP
7.763,-0.074,YiiP
7.796,-0.074,YiiP
7.829,-0.076,YiiP
7.863,-0.074,YiiP
7.896,-0.074,YiiP
7.929,-0.074,YiiP
7.963,-0.071,YiiP
7.996,-0.066,YiiP
8.029,-0.065,YiiP
8.062,-0.063,YiiP
8.096,-0.058,YiiP
8.129,-0.053,YiiP
8.162,-0.048,YiiP
8.196,-0.045,YiiP
8.229,-0.044,YiiP
8.262,-0.04,YiiP
8.296,-0.041,YiiP
8.329,-0.04,YiiP
8.362,-0.035,YiiP
8.396,-0.027,YiiP
8.429,-0.023,YiiP
8.462,-0.022,YiiP
8.496,-0.02,YiiP
8.529,-0.018,YiiP
8.562,-0.016,YiiP
8.596,-0.014,YiiP
8.629,-0.01,YiiP
8.662,-0.007,YiiP
8.695,-0.005,YiiP
8.729,-0.004,YiiP
8.762,-0.003,YiiP
8.795,-0.002,YiiP
8.829,-0.001,YiiP
8.862,0,YiiP
8.895,0,YiiP
8.929,-0.002,YiiP
8.962,-0.003,YiiP
8.995,-0.002,YiiP
9.029,0.001,YiiP
9.062,0.004,YiiP
9.095,0.002,YiiP
9.129,0.002,YiiP
9.162,0.001,YiiP
9.195,-0.002,YiiP
9.229,-0.007,YiiP
9.262,-0.011,YiiP
9.295,-0.012,YiiP
9.328,-0.013,YiiP
9.362,-0.016,YiiP
9.395,-0.017,YiiP
9.428,-0.018,YiiP
9.462,-0.017,YiiP
9.495,-0.019,YiiP
9.528,-0.022,YiiP
9.562,-0.024,YiiP
9.595,-0.022,YiiP
9.628,-0.021,YiiP
9.662,-0.021,YiiP
9.695,-0.019,YiiP
9.728,-0.016,YiiP
9.762,-0.014,YiiP
9.795,-0.012,YiiP
9.828,-0.01,YiiP
9.862,-0.009,YiiP
9.895,-0.008,YiiP
9.928,-0.006,YiiP
9.961,-0.005,YiiP
9.995,-0.004,YiiP
10.028,-0.002,YiiP
10.061,0.005,YiiP
10.095,0.013,YiiP
10.128,0.018,YiiP
10.161,0.023,YiiP
10.195,0.031,YiiP
10.228,0.037,YiiP
10.261,0.039,YiiP
10.295,0.038,YiiP
10.328,0.043,YiiP
10.361,0.049,YiiP
10.395,0.053,YiiP
10.428,0.059,YiiP
10.461,0.07,YiiP
10.495,0.079,YiiP
10.528,0.086,YiiP
10.561,0.094,YiiP
10.594,0.101,YiiP
10.628,0.107,YiiP
10.661,0.113,YiiP
10.694,0.117,YiiP
10.728,0.122,YiiP
10.761,0.132,YiiP
10.794,0.14,YiiP
10.828,0.144,YiiP
10.861,0.153,YiiP
10.894,0.163,YiiP
10.928,0.174,YiiP
10.961,0.189,YiiP
10.994,0.204,YiiP
11.028,0.215,YiiP
11.061,0.226,YiiP
11.094,0.242,YiiP
11.128,0.257,YiiP
11.161,0.273,YiiP
11.194,0.287,YiiP
11.227,0.301,YiiP
11.261,0.324,YiiP
11.294,0.343,YiiP
11.327,0.361,YiiP
11.361,0.383,YiiP
11.394,0.404,YiiP
11.427,0.427,YiiP
11.461,0.451,YiiP
11.494,0.472,YiiP
11.527,0.496,YiiP
11.561,0.524,YiiP
11.594,0.549,YiiP
11.627,0.576,YiiP
11.661,0.605,YiiP
11.694,0.634,YiiP
11.727,0.664,YiiP
11.761,0.701,YiiP
11.794,0.731,YiiP
11.827,0.756,YiiP
11.86,0.785,YiiP
11.894,0.82,YiiP
11.927,0.855,YiiP
11.96,0.889,YiiP
11.994,0.92,YiiP
12.027,0.951,YiiP
12.06,0.992,YiiP
12.094,1.023,YiiP
12.127,1.055,YiiP
12.16,1.091,YiiP
12.194,1.123,YiiP
12.227,1.155,YiiP
12.26,1.188,YiiP
12.294,1.221,YiiP
12.327,1.254,YiiP
12.36,1.287,YiiP
12.394,1.32,YiiP
12.427,1.354,YiiP
12.46,1.39,YiiP
12.493,1.422,YiiP
12.527,1.455,YiiP
12.56,1.498,YiiP
12.593,1.531,YiiP
12.627,1.561,YiiP
12.66,1.6,YiiP
12.693,1.637,YiiP
12.727,1.669,YiiP
12.76,1.705,YiiP
12.793,1.74,YiiP
12.827,1.78,YiiP
12.86,1.823,YiiP
12.893,1.856,YiiP
12.927,1.893,YiiP
12.96,1.939,YiiP
12.993,1.981,YiiP
13.027,2.018,YiiP
13.06,2.062,YiiP
13.093,2.107,YiiP
13.126,2.149,YiiP
13.16,2.188,YiiP
13.193,2.228,YiiP
13.226,2.266,YiiP
13.26,2.311,YiiP
13.293,2.353,YiiP
13.326,2.395,YiiP
13.36,2.434,YiiP
13.393,2.467,YiiP
13.426,2.501,YiiP
13.46,2.544,YiiP
13.493,2.564,YiiP
13.526,2.555,YiiP
13.56,2.549,YiiP
13.593,2.578,YiiP
13.626,2.605,YiiP
13.66,2.63,YiiP
13.693,2.65,YiiP
13.726,2.669,YiiP
13.76,2.686,YiiP
13.793,2.698,YiiP
13.826,2.707,YiiP
13.859,2.713,YiiP
13.893,2.716,YiiP
13.926,2.714,YiiP
13.959,2.71,YiiP
13.993,2.7,YiiP
14.026,2.686,YiiP
14.059,2.667,YiiP
14.093,2.651,YiiP
14.126,2.632,YiiP
14.159,2.605,YiiP
14.193,2.577,YiiP
14.226,2.543,YiiP
14.259,2.506,YiiP
14.293,2.467,YiiP
14.326,2.42,YiiP
14.359,2.366,YiiP
14.393,2.32,YiiP
14.426,2.274,YiiP
14.459,2.214,YiiP
14.492,2.155,YiiP
14.526,2.095,YiiP
14.559,2.027,YiiP
14.592,1.958,YiiP
14.626,1.888,YiiP
14.659,1.806,YiiP
14.692,1.73,YiiP
14.726,1.653,YiiP
14.759,1.571,YiiP
14.792,1.498,YiiP
14.826,1.419,YiiP
14.859,1.33,YiiP
14.892,1.259,YiiP
14.926,1.182,YiiP
14.959,1.096,YiiP
14.992,1.02,YiiP
15.026,0.944,YiiP
15.059,0.87,YiiP
15.092,0.8,YiiP
15.125,0.729,YiiP
15.159,0.657,YiiP
15.192,0.595,YiiP
15.225,0.537,YiiP
15.259,0.477,YiiP
15.292,0.425,YiiP
15.325,0.371,YiiP
15.359,0.318,YiiP
15.392,0.275,YiiP
15.425,0.235,YiiP
15.459,0.195,YiiP
15.492,0.161,YiiP
15.525,0.13,YiiP
15.559,0.099,YiiP
15.592,0.075,YiiP
15.625,0.049,YiiP
15.659,0.028,YiiP
15.692,0.015,YiiP
15.725,0.002,YiiP
15.758,-0.015,YiiP
15.792,-0.026,YiiP
15.825,-0.036,YiiP
15.858,-0.047,YiiP
15.892,-0.058,YiiP
15.925,-0.068,YiiP
15.958,-0.079,YiiP
15.992,-0.093,YiiP
16.025,-0.108,YiiP
16.058,-0.114,YiiP
16.092,-0.113,YiiP
16.125,-0.11,YiiP
16.158,-0.113,YiiP
16.192,-0.115,YiiP
16.225,-0.113,YiiP
16.258,-0.116,YiiP
16.292,-0.12,YiiP
16.325,-0.124,YiiP
16.358,-0.124,YiiP
16.391,-0.127,YiiP
16.425,-0.128,YiiP
16.458,-0.131,YiiP
16.491,-0.132,YiiP
16.525,-0.133,YiiP
16.558,-0.135,YiiP
16.591,-0.138,YiiP
16.625,-0.14,YiiP
16.658,-0.141,YiiP
16.691,-0.146,YiiP
16.725,-0.151,YiiP
16.758,-0.154,YiiP
16.791,-0.156,YiiP
16.825,-0.159,YiiP
16.858,-0.16,YiiP
16.891,-0.161,YiiP
16.925,-0.164,YiiP
16.958,-0.166,YiiP
16.991,-0.165,YiiP
17.024,-0.163,YiiP
17.058,-0.164,YiiP
17.091,-0.166,YiiP
17.124,-0.168,YiiP
17.158,-0.173,YiiP
17.191,-0.175,YiiP
17.224,-0.175,YiiP
17.258,-0.173,YiiP
17.291,-0.173,YiiP
17.324,-0.171,YiiP
17.358,-0.17,YiiP
17.391,-0.169,YiiP
17.424,-0.167,YiiP
17.458,-0.167,YiiP
17.491,-0.168,YiiP
17.524,-0.169,YiiP
17.558,-0.167,YiiP
17.591,-0.168,YiiP
17.624,-0.168,YiiP
17.657,-0.166,YiiP
17.691,-0.164,YiiP
17.724,-0.163,YiiP
17.757,-0.163,YiiP
17.791,-0.163,YiiP
17.824,-0.162,YiiP
17.857,-0.164,YiiP
17.891,-0.164,YiiP
17.924,-0.164,YiiP
17.957,-0.165,YiiP
17.991,-0.165,YiiP
18.024,-0.165,YiiP
18.057,-0.165,YiiP
18.091,-0.166,YiiP
18.124,-0.166,YiiP
18.157,-0.162,YiiP
18.191,-0.16,YiiP
18.224,-0.159,YiiP
18.257,-0.16,YiiP
18.29,-0.161,YiiP
18.324,-0.158,YiiP
18.357,-0.159,YiiP
18.39,-0.159,YiiP
18.424,-0.156,YiiP
18.457,-0.153,YiiP
18.49,-0.151,YiiP
18.524,-0.152,YiiP
18.557,-0.15,YiiP
18.59,-0.148,YiiP
18.624,-0.152,YiiP
18.657,-0.155,YiiP
18.69,-0.155,YiiP
18.724,-0.157,YiiP
18.757,-0.162,YiiP
18.79,-0.166,YiiP
18.824,-0.168,YiiP
18.857,-0.167,YiiP
18.89,-0.167,YiiP
18.923,-0.166,YiiP
18.957,-0.161,YiiP
18.99,-0.156,YiiP
19.023,-0.15,YiiP
19.057,-0.133,YiiP
19.09,-0.111,YiiP
19.123,-0.082,YiiP
19.157,-0.036,YiiP
19.19,0.023,YiiP
19.223,0.111,YiiP
19.257,0.216,YiiP
19.29,0.323,YiiP
19.323,0.464,YiiP
19.357,0.626,YiiP
19.39,0.78,YiiP
19.423,0.956,YiiP
19.457,1.136,YiiP
19.49,1.299,YiiP
19.523,1.468,YiiP
19.556,1.625,YiiP
19.59,1.758,YiiP
19.623,1.878,YiiP
19.656,1.974,YiiP
19.69,2.034,YiiP
19.723,2.064,YiiP
19.756,2.056,YiiP
19.79,2.017,YiiP
19.823,1.936,YiiP
19.856,1.826,YiiP
19.89,1.714,YiiP
19.923,1.574,YiiP
19.956,1.427,YiiP
19.99,1.303,YiiP
20.023,1.165,YiiP
20.056,1.036,YiiP
20.09,0.925,YiiP
20.123,0.817,YiiP
20.156,0.716,YiiP
20.189,0.621,YiiP
20.223,0.521,YiiP
20.256,0.426,YiiP
20.289,0.333,YiiP
20.323,0.222,YiiP
20.356,0.102,YiiP
20.389,-0.013,YiiP
20.423,-0.147,YiiP
20.456,-0.278,YiiP
20.489,-0.383,YiiP
20.523,-0.48,YiiP
20.556,-0.549,YiiP
20.589,-0.573,YiiP
20.623,-0.551,YiiP
20.656,-0.473,YiiP
20.689,-0.356,YiiP
20.723,-0.181,YiiP
20.756,0.008,YiiP
20.789,0.185,YiiP
20.822,0.357,YiiP
20.856,0.48,YiiP
20.889,0.555,YiiP
20.922,0.603,YiiP
20.956,0.623,YiiP
20.989,0.626,YiiP
21.022,0.624,YiiP
21.056,0.626,YiiP
21.089,0.632,YiiP
21.122,0.644,YiiP
21.156,0.658,YiiP
21.189,0.672,YiiP
21.222,0.687,YiiP
21.256,0.694,YiiP
21.289,0.691,YiiP
21.322,0.683,YiiP
21.356,0.663,YiiP
21.389,0.634,YiiP
21.422,0.589,YiiP
21.455,0.542,YiiP
21.489,0.496,YiiP
21.522,0.441,YiiP
21.555,0.392,YiiP
21.589,0.351,YiiP
21.622,0.309,YiiP
21.655,0.273,YiiP
21.689,0.245,YiiP
21.722,0.218,YiiP
21.755,0.194,YiiP
21.789,0.173,YiiP
21.822,0.154,YiiP
21.855,0.138,YiiP
21.889,0.121,YiiP
21.922,0.102,YiiP
21.955,0.087,YiiP
21.989,0.075,YiiP
22.022,0.06,YiiP
22.055,0.047,YiiP
22.088,0.037,YiiP
22.122,0.024,YiiP
22.155,0.011,YiiP
22.188,-0.001,YiiP
22.222,-0.01,YiiP
22.255,-0.018,YiiP
22.288,-0.026,YiiP
22.322,-0.036,YiiP
22.355,-0.044,YiiP
22.388,-0.052,YiiP
22.422,-0.06,YiiP
22.455,-0.066,YiiP
22.488,-0.068,YiiP
22.522,-0.073,YiiP
22.555,-0.079,YiiP
22.588,-0.084,YiiP
22.622,-0.087,YiiP
22.655,-0.091,YiiP
22.688,-0.097,YiiP
22.722,-0.103,YiiP
22.755,-0.108,YiiP
22.788,-0.111,YiiP
22.821,-0.117,YiiP
22.855,-0.122,YiiP
22.888,-0.122,YiiP
22.921,-0.125,YiiP
22.955,-0.131,YiiP
22.988,-0.134,YiiP
23.021,-0.135,YiiP
23.055,-0.138,YiiP
23.088,-0.141,YiiP
23.121,-0.144,YiiP
23.155,-0.146,YiiP
23.188,-0.148,YiiP
23.221,-0.15,YiiP
23.255,-0.151,YiiP
23.288,-0.151,YiiP
23.321,-0.153,YiiP
23.355,-0.155,YiiP
23.388,-0.154,YiiP
23.421,-0.153,YiiP
23.454,-0.154,YiiP
23.488,-0.154,YiiP
23.521,-0.154,YiiP
23.554,-0.155,YiiP
23.588,-0.159,YiiP
23.621,-0.163,YiiP
23.654,-0.163,YiiP
23.688,-0.162,YiiP
23.721,-0.164,YiiP
23.754,-0.165,YiiP
23.788,-0.17,YiiP
23.821,-0.172,YiiP
23.854,-0.176,YiiP
23.888,-0.18,YiiP
23.921,-0.183,YiiP
23.954,-0.185,YiiP
23.988,-0.187,YiiP
24.021,-0.189,YiiP
24.054,-0.191,YiiP
24.087,-0.193,YiiP
24.121,-0.197,YiiP
24.154,-0.199,YiiP
24.187,-0.199,YiiP
24.221,-0.206,YiiP
24.254,-0.21,YiiP
24.287,-0.213,YiiP
24.321,-0.213,YiiP
24.354,-0.216,YiiP
24.387,-0.22,YiiP
24.421,-0.222,YiiP
24.454,-0.219,YiiP
24.487,-0.219,YiiP
24.521,-0.221,YiiP
24.554,-0.224,YiiP
24.587,-0.226,YiiP
24.621,-0.225,YiiP
24.654,-0.227,YiiP
24.687,-0.229,YiiP
24.72,-0.23,YiiP
24.754,-0.154,YiiP
24.787,-0.155,YiiP
24.82,-0.173,YiiP
24.854,-0.232,YiiP
24.887,-0.231,YiiP
24.92,-0.23,YiiP
24.954,-0.229,YiiP
24.987,-0.227,YiiP
25.02,-0.228,YiiP
25.054,-0.229,YiiP
25.087,-0.226,YiiP
25.12,-0.226,YiiP
25.154,-0.231,YiiP
25.187,-0.237,YiiP
25.22,-0.237,YiiP
25.254,-0.235,YiiP
25.287,-0.235,YiiP
25.32,-0.239,YiiP
25.353,-0.252,YiiP
25.387,-0.272,YiiP
25.42,-0.281,YiiP
25.453,-0.266,YiiP
25.487,-0.255,YiiP
25.52,-0.25,YiiP
25.553,-0.248,YiiP
25.587,-0.249,YiiP
25.62,-0.248,YiiP
25.653,-0.247,YiiP
25.687,-0.247,YiiP
25.72,-0.245,YiiP
25.753,-0.247,YiiP
25.787,-0.246,YiiP
25.82,-0.246,YiiP
25.853,-0.245,YiiP
25.887,-0.246,YiiP
25.92,-0.243,YiiP
25.953,-0.24,YiiP
25.986,-0.239,YiiP
26.02,-0.239,YiiP
26.053,-0.239,YiiP
26.086,-0.24,YiiP
26.12,-0.241,YiiP
26.153,-0.242,YiiP
26.186,-0.238,YiiP
26.22,-0.235,YiiP
26.253,-0.236,YiiP
26.286,-0.238,YiiP
26.32,-0.237,YiiP
26.353,-0.235,YiiP
26.386,-0.235,YiiP
26.42,-0.237,YiiP
26.453,-0.236,YiiP
26.486,-0.234,YiiP
26.52,-0.233,YiiP
26.553,-0.234,YiiP
26.586,-0.232,YiiP
26.619,-0.23,YiiP
26.653,-0.23,YiiP
26.686,-0.233,YiiP
26.719,-0.234,YiiP
26.753,-0.232,YiiP
26.786,-0.227,YiiP
26.819,-0.225,YiiP
26.853,-0.224,YiiP
26.886,-0.223,YiiP
26.919,-0.222,YiiP
26.953,-0.221,YiiP
26.986,-0.218,YiiP
27.019,-0.219,YiiP
27.053,-0.22,YiiP
27.086,-0.221,YiiP
27.119,-0.22,YiiP
27.153,-0.222,YiiP
27.186,-0.224,YiiP
27.219,-0.226,YiiP
27.252,-0.225,YiiP
27.286,-0.226,YiiP
27.319,-0.227,YiiP
27.352,-0.224,YiiP
27.386,-0.219,YiiP
27.419,-0.22,YiiP
27.452,-0.225,YiiP
27.486,-0.224,YiiP
27.519,-0.222,YiiP
27.552,-0.222,YiiP
27.586,-0.225,YiiP
27.619,-0.226,YiiP
27.652,-0.225,YiiP
27.686,-0.225,YiiP
27.719,-0.228,YiiP
27.752,-0.23,YiiP
27.786,-0.231,YiiP
27.819,-0.23,YiiP
27.852,-0.229,YiiP
27.885,-0.226,YiiP
27.919,-0.226,YiiP
27.952,-0.229,YiiP
27.985,-0.233,YiiP
28.019,-0.235,YiiP
28.052,-0.236,YiiP
28.085,-0.236,YiiP
28.119,-0.234,YiiP
28.152,-0.231,YiiP
28.185,-0.23,YiiP
28.219,-0.231,YiiP
28.252,-0.233,YiiP
28.285,-0.236,YiiP
28.319,-0.238,YiiP
28.352,-0.24,YiiP
28.385,-0.243,YiiP
28.419,-0.243,YiiP
28.452,-0.244,YiiP
28.485,-0.245,YiiP
28.518,-0.248,YiiP
28.552,-0.246,YiiP
28.585,-0.247,YiiP
28.618,-0.25,YiiP
28.652,-0.253,YiiP
28.685,-0.255,YiiP
28.718,-0.258,YiiP
28.752,-0.261,YiiP
28.785,-0.262,YiiP
28.818,-0.259,YiiP
28.852,-0.257,YiiP
28.885,-0.26,YiiP
28.918,-0.263,YiiP
28.952,-0.264,YiiP
28.985,-0.267,YiiP
29.018,-0.269,YiiP
29.052,-0.272,YiiP
29.085,-0.274,YiiP
29.118,-0.274,YiiP
29.151,-0.275,YiiP
29.185,-0.278,YiiP
29.218,-0.281,YiiP
29.251,-0.283,YiiP
29.285,-0.281,YiiP
29.318,-0.278,YiiP
0,0.443,YiiP + Fab1
0.03,0.356,YiiP + Fab1
0.06,0.37,YiiP + Fab1
0.09,0.382,YiiP + Fab1
0.12,0.292,YiiP + Fab1
0.15,0.175,YiiP + Fab1
0.18,0.142,YiiP + Fab1
0.21,0.162,YiiP + Fab1
0.24,0.168,YiiP + Fab1
0.27,0.135,YiiP + Fab1
0.3,0.108,YiiP + Fab1
0.33,0.086,YiiP + Fab1
0.36,0.073,YiiP + Fab1
0.39,0.063,YiiP + Fab1
0.42,0.056,YiiP + Fab1
0.45,0.051,YiiP + Fab1
0.48,0.048,YiiP + Fab1
0.51,0.041,YiiP + Fab1
0.54,0.034,YiiP + Fab1
0.57,0.029,YiiP + Fab1
0.6,0.027,YiiP + Fab1
0.63,0.024,YiiP + Fab1
0.66,0.021,YiiP + Fab1
0.69,0.018,YiiP + Fab1
0.72,0.017,YiiP + Fab1
0.75,0.016,YiiP + Fab1
0.78,0.013,YiiP + Fab1
0.81,0.01,YiiP + Fab1
0.84,0.01,YiiP + Fab1
0.87,0.009,YiiP + Fab1
0.899,0.008,YiiP + Fab1
0.929,0.006,YiiP + Fab1
0.959,0,YiiP + Fab1
0.989,-0.003,YiiP + Fab1
1.019,-0.003,YiiP + Fab1
1.049,-0.001,YiiP + Fab1
1.079,0,YiiP + Fab1
1.109,0,YiiP + Fab1
1.139,-0.001,YiiP + Fab1
1.169,-0.001,YiiP + Fab1
1.199,0.001,YiiP + Fab1
1.229,0.001,YiiP + Fab1
1.259,-0.004,YiiP + Fab1
1.289,-0.006,YiiP + Fab1
1.319,-0.009,YiiP + Fab1
1.349,-0.006,YiiP + Fab1
1.379,-0.007,YiiP + Fab1
1.409,-0.008,YiiP + Fab1
1.439,-0.01,YiiP + Fab1
1.469,-0.01,YiiP + Fab1
1.499,-0.01,YiiP + Fab1
1.529,-0.012,YiiP + Fab1
1.559,-0.011,YiiP + Fab1
1.589,-0.011,YiiP + Fab1
1.619,-0.009,YiiP + Fab1
1.649,-0.007,YiiP + Fab1
1.679,-0.004,YiiP + Fab1
1.709,-0.002,YiiP + Fab1
1.739,-0.004,YiiP + Fab1
1.769,-0.006,YiiP + Fab1
1.799,-0.007,YiiP + Fab1
1.829,-0.007,YiiP + Fab1
1.859,-0.008,YiiP + Fab1
1.889,-0.009,YiiP + Fab1
1.919,-0.011,YiiP + Fab1
1.949,-0.01,YiiP + Fab1
1.979,-0.008,YiiP + Fab1
2.009,-0.008,YiiP + Fab1
2.039,-0.009,YiiP + Fab1
2.069,-0.008,YiiP + Fab1
2.099,-0.006,YiiP + Fab1
2.129,-0.008,YiiP + Fab1
2.159,-0.012,YiiP + Fab1
2.189,-0.015,YiiP + Fab1
2.219,-0.016,YiiP + Fab1
2.249,-0.017,YiiP + Fab1
2.279,-0.018,YiiP + Fab1
2.309,-0.022,YiiP + Fab1
2.339,-0.023,YiiP + Fab1
2.369,-0.023,YiiP + Fab1
2.399,-0.022,YiiP + Fab1
2.429,-0.021,YiiP + Fab1
2.459,-0.02,YiiP + Fab1
2.489,-0.02,YiiP + Fab1
2.519,-0.021,YiiP + Fab1
2.549,-0.023,YiiP + Fab1
2.579,-0.024,YiiP + Fab1
2.609,-0.024,YiiP + Fab1
2.639,-0.023,YiiP + Fab1
2.668,-0.025,YiiP + Fab1
2.698,-0.025,YiiP + Fab1
2.728,-0.024,YiiP + Fab1
2.758,-0.022,YiiP + Fab1
2.788,-0.023,YiiP + Fab1
2.818,-0.024,YiiP + Fab1
2.848,-0.024,YiiP + Fab1
2.878,-0.021,YiiP + Fab1
2.908,-0.021,YiiP + Fab1
2.938,-0.024,YiiP + Fab1
2.968,-0.028,YiiP + Fab1
2.998,-0.03,YiiP + Fab1
3.028,-0.03,YiiP + Fab1
3.058,-0.034,YiiP + Fab1
3.088,-0.039,YiiP + Fab1
3.118,-0.042,YiiP + Fab1
3.148,-0.041,YiiP + Fab1
3.178,-0.041,YiiP + Fab1
3.208,-0.042,YiiP + Fab1
3.238,-0.041,YiiP + Fab1
3.268,-0.039,YiiP + Fab1
