vol,a280,complex
9.535,0.192,YiiP + Fab1 + NB + pG + Fab2 + NB
9.565,0.194,YiiP + Fab1 + NB + pG + Fab2 + NB
9.595,0.197,YiiP + Fab1 + NB + pG + Fab2 + NB
9.625,0.202,YiiP + Fab1 + NB + pG + Fab2 + NB
9.655,0.208,YiiP + Fab1 + NB + pG + Fab2 + NB
9.685,0.216,YiiP + Fab1 + NB + pG + Fab2 + NB
9.715,0.224,YiiP + Fab1 + NB + pG + Fab2 + NB
9.745,0.232,YiiP + Fab1 + NB + pG + Fab2 + NB
9.774,0.239,YiiP + Fab1 + NB + pG + Fab2 + NB
9.804,0.246,YiiP + Fab1 + NB + pG + Fab2 + NB
9.834,0.256,YiiP + Fab1 + NB + pG + Fab2 + NB
9.864,0.265,YiiP + Fab1 + NB + pG + Fab2 + NB
9.894,0.277,YiiP + Fab1 + NB + pG + Fab2 + NB
9.924,0.288,YiiP + Fab1 + NB + pG + Fab2 + NB
9.954,0.302,YiiP + Fab1 + NB + pG + Fab2 + NB
9.984,0.317,YiiP + Fab1 + NB + pG + Fab2 + NB
10.014,0.331,YiiP + Fab1 + NB + pG + Fab2 + NB
10.044,0.344,YiiP + Fab1 + NB + pG + Fab2 + NB
10.074,0.358,YiiP + Fab1 + NB + pG + Fab2 + NB
10.104,0.377,YiiP + Fab1 + NB + pG + Fab2 + NB
10.134,0.397,YiiP + Fab1 + NB + pG + Fab2 + NB
10.164,0.416,YiiP + Fab1 + NB + pG + Fab2 + NB
10.194,0.436,YiiP + Fab1 + NB + pG + Fab2 + NB
10.224,0.459,YiiP + Fab1 + NB + pG + Fab2 + NB
10.254,0.481,YiiP + Fab1 + NB + pG + Fab2 + NB
10.284,0.504,YiiP + Fab1 + NB + pG + Fab2 + NB
10.314,0.529,YiiP + Fab1 + NB + pG + Fab2 + NB
10.344,0.556,YiiP + Fab1 + NB + pG + Fab2 + NB
10.374,0.585,YiiP + Fab1 + NB + pG + Fab2 + NB
10.404,0.613,YiiP + Fab1 + NB + pG + Fab2 + NB
10.434,0.642,YiiP + Fab1 + NB + pG + Fab2 + NB
10.464,0.673,YiiP + Fab1 + NB + pG + Fab2 + NB
10.494,0.705,YiiP + Fab1 + NB + pG + Fab2 + NB
10.524,0.737,YiiP + Fab1 + NB + pG + Fab2 + NB
10.554,0.769,YiiP + Fab1 + NB + pG + Fab2 + NB
10.584,0.803,YiiP + Fab1 + NB + pG + Fab2 + NB
10.614,0.837,YiiP + Fab1 + NB + pG + Fab2 + NB
10.644,0.876,YiiP + Fab1 + NB + pG + Fab2 + NB
10.674,0.917,YiiP + Fab1 + NB + pG + Fab2 + NB
10.704,0.958,YiiP + Fab1 + NB + pG + Fab2 + NB
10.734,0.998,YiiP + Fab1 + NB + pG + Fab2 + NB
10.764,1.04,YiiP + Fab1 + NB + pG + Fab2 + NB
10.794,1.087,YiiP + Fab1 + NB + pG + Fab2 + NB
10.824,1.133,YiiP + Fab1 + NB + pG + Fab2 + NB
10.854,1.183,YiiP + Fab1 + NB + pG + Fab2 + NB
10.884,1.231,YiiP + Fab1 + NB + pG + Fab2 + NB
10.914,1.282,YiiP + Fab1 + NB + pG + Fab2 + NB
10.944,1.333,YiiP + Fab1 + NB + pG + Fab2 + NB
10.974,1.387,YiiP + Fab1 + NB + pG + Fab2 + NB
11.004,1.443,YiiP + Fab1 + NB + pG + Fab2 + NB
11.034,1.498,YiiP + Fab1 + NB + pG + Fab2 + NB
11.064,1.555,YiiP + Fab1 + NB + pG + Fab2 + NB
11.094,1.614,YiiP + Fab1 + NB + pG + Fab2 + NB
11.124,1.677,YiiP + Fab1 + NB + pG + Fab2 + NB
11.154,1.739,YiiP + Fab1 + NB + pG + Fab2 + NB
11.184,1.803,YiiP + Fab1 + NB + pG + Fab2 + NB
11.214,1.866,YiiP + Fab1 + NB + pG + Fab2 + NB
11.244,1.931,YiiP + Fab1 + NB + pG + Fab2 + NB
11.274,1.996,YiiP + Fab1 + NB + pG + Fab2 + NB
11.304,2.061,YiiP + Fab1 + NB + pG + Fab2 + NB
11.334,2.13,YiiP + Fab1 + NB + pG + Fab2 + NB
11.364,2.197,YiiP + Fab1 + NB + pG + Fab2 + NB
11.394,2.27,YiiP + Fab1 + NB + pG + Fab2 + NB
11.424,2.341,YiiP + Fab1 + NB + pG + Fab2 + NB
11.454,2.413,YiiP + Fab1 + NB + pG + Fab2 + NB
11.484,2.479,YiiP + Fab1 + NB + pG + Fab2 + NB
11.514,2.549,YiiP + Fab1 + NB + pG + Fab2 + NB
11.543,2.616,YiiP + Fab1 + NB + pG + Fab2 + NB
11.573,2.684,YiiP + Fab1 + NB + pG + Fab2 + NB
11.603,2.754,YiiP + Fab1 + NB + pG + Fab2 + NB
11.633,2.819,YiiP + Fab1 + NB + pG + Fab2 + NB
11.663,2.881,YiiP + Fab1 + NB + pG + Fab2 + NB
11.693,2.942,YiiP + Fab1 + NB + pG + Fab2 + NB
11.723,3.008,YiiP + Fab1 + NB + pG + Fab2 + NB
11.753,3.073,YiiP + Fab1 + NB + pG + Fab2 + NB
11.783,3.132,YiiP + Fab1 + NB + pG + Fab2 + NB
11.813,3.19,YiiP + Fab1 + NB + pG + Fab2 + NB
11.843,3.244,YiiP + Fab1 + NB + pG + Fab2 + NB
11.873,3.299,YiiP + Fab1 + NB + pG + Fab2 + NB
11.903,3.347,YiiP + Fab1 + NB + pG + Fab2 + NB
11.933,3.394,YiiP + Fab1 + NB + pG + Fab2 + NB
11.963,3.433,YiiP + Fab1 + NB + pG + Fab2 + NB
11.993,3.47,YiiP + Fab1 + NB + pG + Fab2 + NB
12.023,3.503,YiiP + Fab1 + NB + pG + Fab2 + NB
12.053,3.531,YiiP + Fab1 + NB + pG + Fab2 + NB
12.083,3.555,YiiP + Fab1 + NB + pG + Fab2 + NB
12.113,3.577,YiiP + Fab1 + NB + pG + Fab2 + NB
12.143,3.591,YiiP + Fab1 + NB + pG + Fab2 + NB
12.173,3.6,YiiP + Fab1 + NB + pG + Fab2 + NB
12.203,3.603,YiiP + Fab1 + NB + pG + Fab2 + NB
12.233,3.6,YiiP + Fab1 + NB + pG + Fab2 + NB
12.263,3.593,YiiP + Fab1 + NB + pG + Fab2 + NB
12.293,3.58,YiiP + Fab1 + NB + pG + Fab2 + NB
12.323,3.562,YiiP + Fab1 + NB + pG + Fab2 + NB
12.353,3.54,YiiP + Fab1 + NB + pG + Fab2 + NB
12.383,3.514,YiiP + Fab1 + NB + pG + Fab2 + NB
12.413,3.48,YiiP + Fab1 + NB + pG + Fab2 + NB
12.443,3.441,YiiP + Fab1 + NB + pG + Fab2 + NB
12.473,3.398,YiiP + Fab1 + NB + pG + Fab2 + NB
12.503,3.351,YiiP + Fab1 + NB + pG + Fab2 + NB
12.533,3.301,YiiP + Fab1 + NB + pG + Fab2 + NB
12.563,3.245,YiiP + Fab1 + NB + pG + Fab2 + NB
12.593,3.186,YiiP + Fab1 + NB + pG + Fab2 + NB
12.623,3.125,YiiP + Fab1 + NB + pG + Fab2 + NB
12.653,3.065,YiiP + Fab1 + NB + pG + Fab2 + NB
12.683,3.001,YiiP + Fab1 + NB + pG + Fab2 + NB
12.713,2.934,YiiP + Fab1 + NB + pG + Fab2 + NB
12.743,2.862,YiiP + Fab1 + NB + pG + Fab2 + NB
12.773,2.792,YiiP + Fab1 + NB + pG + Fab2 + NB
12.803,2.723,YiiP + Fab1 + NB + pG + Fab2 + NB
12.833,2.655,YiiP + Fab1 + NB + pG + Fab2 + NB
12.863,2.589,YiiP + Fab1 + NB + pG + Fab2 + NB
12.893,2.518,YiiP + Fab1 + NB + pG + Fab2 + NB
12.923,2.45,YiiP + Fab1 + NB + pG + Fab2 + NB
12.953,2.381,YiiP + Fab1 + NB + pG + Fab2 + NB
12.983,2.316,YiiP + Fab1 + NB + pG + Fab2 + NB
13.013,2.248,YiiP + Fab1 + NB + pG + Fab2 + NB
13.043,2.182,YiiP + Fab1 + NB + pG + Fab2 + NB
13.073,2.118,YiiP + Fab1 + NB + pG + Fab2 + NB
13.103,2.06,YiiP + Fab1 + NB + pG + Fab2 + NB
13.133,2.003,YiiP + Fab1 + NB + pG + Fab2 + NB
13.163,1.943,YiiP + Fab1 + NB + pG + Fab2 + NB
13.193,1.885,YiiP + Fab1 + NB + pG + Fab2 + NB
13.223,1.83,YiiP + Fab1 + NB + pG + Fab2 + NB
13.253,1.78,YiiP + Fab1 + NB + pG + Fab2 + NB
13.283,1.734,YiiP + Fab1 + NB + pG + Fab2 + NB
13.312,1.689,YiiP + Fab1 + NB + pG + Fab2 + NB
13.342,1.647,YiiP + Fab1 + NB + pG + Fab2 + NB
13.372,1.604,YiiP + Fab1 + NB + pG + Fab2 + NB
13.402,1.563,YiiP + Fab1 + NB + pG + Fab2 + NB
13.432,1.523,YiiP + Fab1 + NB + pG + Fab2 + NB
13.462,1.487,YiiP + Fab1 + NB + pG + Fab2 + NB
13.492,1.452,YiiP + Fab1 + NB + pG + Fab2 + NB
13.522,1.42,YiiP + Fab1 + NB + pG + Fab2 + NB
13.552,1.388,YiiP + Fab1 + NB + pG + Fab2 + NB
13.582,1.357,YiiP + Fab1 + NB + pG + Fab2 + NB
13.612,1.329,YiiP + Fab1 + NB + pG + Fab2 + NB
13.642,1.304,YiiP + Fab1 + NB + pG + Fab2 + NB
13.672,1.281,YiiP + Fab1 + NB + pG + Fab2 + NB
13.702,1.259,YiiP + Fab1 + NB + pG + Fab2 + NB
13.732,1.24,YiiP + Fab1 + NB + pG + Fab2 + NB
13.762,1.224,YiiP + Fab1 + NB + pG + Fab2 + NB
13.792,1.211,YiiP + Fab1 + NB + pG + Fab2 + NB
13.822,1.196,YiiP + Fab1 + NB + pG + Fab2 + NB
13.852,1.185,YiiP + Fab1 + NB + pG + Fab2 + NB
13.882,1.18,YiiP + Fab1 + NB + pG + Fab2 + NB
13.912,1.177,YiiP + Fab1 + NB + pG + Fab2 + NB
13.942,1.174,YiiP + Fab1 + NB + pG + Fab2 + NB
13.972,1.17,YiiP + Fab1 + NB + pG + Fab2 + NB
14.002,1.171,YiiP + Fab1 + NB + pG + Fab2 + NB
14.032,1.174,YiiP + Fab1 + NB + pG + Fab2 + NB
14.062,1.18,YiiP + Fab1 + NB + pG + Fab2 + NB
14.092,1.188,YiiP + Fab1 + NB + pG + Fab2 + NB
14.122,1.2,YiiP + Fab1 + NB + pG + Fab2 + NB
14.152,1.211,YiiP + Fab1 + NB + pG + Fab2 + NB
14.182,1.225,YiiP + Fab1 + NB + pG + Fab2 + NB
14.212,1.242,YiiP + Fab1 + NB + pG + Fab2 + NB
14.242,1.26,YiiP + Fab1 + NB + pG + Fab2 + NB
14.272,1.278,YiiP + Fab1 + NB + pG + Fab2 + NB
14.302,1.3,YiiP + Fab1 + NB + pG + Fab2 + NB
14.332,1.322,YiiP + Fab1 + NB + pG + Fab2 + NB
14.362,1.346,YiiP + Fab1 + NB + pG + Fab2 + NB
14.392,1.368,YiiP + Fab1 + NB + pG + Fab2 + NB
14.422,1.392,YiiP + Fab1 + NB + pG + Fab2 + NB
14.452,1.417,YiiP + Fab1 + NB + pG + Fab2 + NB
14.482,1.444,YiiP + Fab1 + NB + pG + Fab2 + NB
14.512,1.473,YiiP + Fab1 + NB + pG + Fab2 + NB
14.542,1.5,YiiP + Fab1 + NB + pG + Fab2 + NB
14.572,1.525,YiiP + Fab1 + NB + pG + Fab2 + NB
14.602,1.547,YiiP + Fab1 + NB + pG + Fab2 + NB
14.632,1.571,YiiP + Fab1 + NB + pG + Fab2 + NB
14.662,1.595,YiiP + Fab1 + NB + pG + Fab2 + NB
14.692,1.618,YiiP + Fab1 + NB + pG + Fab2 + NB
14.722,1.641,YiiP + Fab1 + NB + pG + Fab2 + NB
14.752,1.662,YiiP + Fab1 + NB + pG + Fab2 + NB
14.782,1.684,YiiP + Fab1 + NB + pG + Fab2 + NB
14.812,1.708,YiiP + Fab1 + NB + pG + Fab2 + NB
14.842,1.733,YiiP + Fab1 + NB + pG + Fab2 + NB
14.872,1.76,YiiP + Fab1 + NB + pG + Fab2 + NB
14.902,1.788,YiiP + Fab1 + NB + pG + Fab2 + NB
14.932,1.818,YiiP + Fab1 + NB + pG + Fab2 + NB
14.962,1.852,YiiP + Fab1 + NB + pG + Fab2 + NB
14.992,1.889,YiiP + Fab1 + NB + pG + Fab2 + NB
15.022,1.929,YiiP + Fab1 + NB + pG + Fab2 + NB
15.052,1.975,YiiP + Fab1 + NB + pG + Fab2 + NB
15.082,2.024,YiiP + Fab1 + NB + pG + Fab2 + NB
15.111,2.078,YiiP + Fab1 + NB + pG + Fab2 + NB
15.141,2.138,YiiP + Fab1 + NB + pG + Fab2 + NB
15.171,2.205,YiiP + Fab1 + NB + pG + Fab2 + NB
15.201,2.283,YiiP + Fab1 + NB + pG + Fab2 + NB
15.231,2.365,YiiP + Fab1 + NB + pG + Fab2 + NB
15.261,2.467,YiiP + Fab1 + NB + pG + Fab2 + NB
15.291,2.585,YiiP + Fab1 + NB + pG + Fab2 + NB
15.321,2.735,YiiP + Fab1 + NB + pG + Fab2 + NB
15.351,2.919,YiiP + Fab1 + NB + pG + Fab2 + NB
15.381,3.173,YiiP + Fab1 + NB + pG + Fab2 + NB
15.411,3.502,YiiP + Fab1 + NB + pG + Fab2 + NB
15.441,3.943,YiiP + Fab1 + NB + pG + Fab2 + NB
15.471,4.538,YiiP + Fab1 + NB + pG + Fab2 + NB
15.501,5.313,YiiP + Fab1 + NB + pG + Fab2 + NB
15.531,6.348,YiiP + Fab1 + NB + pG + Fab2 + NB
15.561,7.607,YiiP + Fab1 + NB + pG + Fab2 + NB
15.591,9.163,YiiP + Fab1 + NB + pG + Fab2 + NB
15.621,11.02,YiiP + Fab1 + NB + pG + Fab2 + NB
15.651,13.239,YiiP + Fab1 + NB + pG + Fab2 + NB
15.681,15.688,YiiP + Fab1 + NB + pG + Fab2 + NB
15.711,18.281,YiiP + Fab1 + NB + pG + Fab2 + NB
15.741,21.193,YiiP + Fab1 + NB + pG + Fab2 + NB
15.771,24.137,YiiP + Fab1 + NB + pG + Fab2 + NB
15.801,27.199,YiiP + Fab1 + NB + pG + Fab2 + NB
15.831,30.073,YiiP + Fab1 + NB + pG + Fab2 + NB
15.861,32.954,YiiP + Fab1 + NB + pG + Fab2 + NB
15.891,35.592,YiiP + Fab1 + NB + pG + Fab2 + NB
15.921,38.003,YiiP + Fab1 + NB + pG + Fab2 + NB
15.951,40.095,YiiP + Fab1 + NB + pG + Fab2 + NB
15.981,41.81,YiiP + Fab1 + NB + pG + Fab2 + NB
16.011,43.178,YiiP + Fab1 + NB + pG + Fab2 + NB
16.041,44.11,YiiP + Fab1 + NB + pG + Fab2 + NB
16.071,44.599,YiiP + Fab1 + NB + pG + Fab2 + NB
16.101,44.664,YiiP + Fab1 + NB + pG + Fab2 + NB
16.131,44.321,YiiP + Fab1 + NB + pG + Fab2 + NB
16.161,43.565,YiiP + Fab1 + NB + pG + Fab2 + NB
16.191,42.491,YiiP + Fab1 + NB + pG + Fab2 + NB
16.221,41.058,YiiP + Fab1 + NB + pG + Fab2 + NB
16.251,39.401,YiiP + Fab1 + NB + pG + Fab2 + NB
16.281,37.479,YiiP + Fab1 + NB + pG + Fab2 + NB
16.311,35.412,YiiP + Fab1 + NB + pG + Fab2 + NB
16.341,33.176,YiiP + Fab1 + NB + pG + Fab2 + NB
16.371,30.948,YiiP + Fab1 + NB + pG + Fab2 + NB
16.401,28.668,YiiP + Fab1 + NB + pG + Fab2 + NB
16.431,26.403,YiiP + Fab1 + NB + pG + Fab2 + NB
16.461,24.21,YiiP + Fab1 + NB + pG + Fab2 + NB
16.491,22.06,YiiP + Fab1 + NB + pG + Fab2 + NB
16.521,20.093,YiiP + Fab1 + NB + pG + Fab2 + NB
16.551,18.204,YiiP + Fab1 + NB + pG + Fab2 + NB
16.581,16.481,YiiP + Fab1 + NB + pG + Fab2 + NB
16.611,14.871,YiiP + Fab1 + NB + pG + Fab2 + NB
16.641,13.474,YiiP + Fab1 + NB + pG + Fab2 + NB
16.671,12.192,YiiP + Fab1 + NB + pG + Fab2 + NB
16.701,10.994,YiiP + Fab1 + NB + pG + Fab2 + NB
16.731,9.966,YiiP + Fab1 + NB + pG + Fab2 + NB
16.761,9.045,YiiP + Fab1 + NB + pG + Fab2 + NB
16.791,8.236,YiiP + Fab1 + NB + pG + Fab2 + NB
16.821,7.493,YiiP + Fab1 + NB + pG + Fab2 + NB
16.851,6.857,YiiP + Fab1 + NB + pG + Fab2 + NB
16.88,6.296,YiiP + Fab1 + NB + pG + Fab2 + NB
16.91,5.809,YiiP + Fab1 + NB + pG + Fab2 + NB
16.94,5.359,YiiP + Fab1 + NB + pG + Fab2 + NB
16.97,4.972,YiiP + Fab1 + NB + pG + Fab2 + NB
17,4.634,YiiP + Fab1 + NB + pG + Fab2 + NB
17.03,4.323,YiiP + Fab1 + NB + pG + Fab2 + NB
17.06,4.054,YiiP + Fab1 + NB + pG + Fab2 + NB
17.09,3.807,YiiP + Fab1 + NB + pG + Fab2 + NB
17.12,3.598,YiiP + Fab1 + NB + pG + Fab2 + NB
17.15,3.403,YiiP + Fab1 + NB + pG + Fab2 + NB
17.18,3.236,YiiP + Fab1 + NB + pG + Fab2 + NB
17.21,3.083,YiiP + Fab1 + NB + pG + Fab2 + NB
17.24,2.945,YiiP + Fab1 + NB + pG + Fab2 + NB
17.27,2.824,YiiP + Fab1 + NB + pG + Fab2 + NB
17.3,2.713,YiiP + Fab1 + NB + pG + Fab2 + NB
17.33,2.615,YiiP + Fab1 + NB + pG + Fab2 + NB
17.36,2.524,YiiP + Fab1 + NB + pG + Fab2 + NB
17.39,2.441,YiiP + Fab1 + NB + pG + Fab2 + NB
17.42,2.364,YiiP + Fab1 + NB + pG + Fab2 + NB
17.45,2.294,YiiP + Fab1 + NB + pG + Fab2 + NB
17.48,2.228,YiiP + Fab1 + NB + pG + Fab2 + NB
17.51,2.168,YiiP + Fab1 + NB + pG + Fab2 + NB
17.54,2.111,YiiP + Fab1 + NB + pG + Fab2 + NB
17.57,2.058,YiiP + Fab1 + NB + pG + Fab2 + NB
17.6,2.009,YiiP + Fab1 + NB + pG + Fab2 + NB
17.63,1.958,YiiP + Fab1 + NB + pG + Fab2 + NB
17.66,1.91,YiiP + Fab1 + NB + pG + Fab2 + NB
17.69,1.86,YiiP + Fab1 + NB + pG + Fab2 + NB
17.72,1.814,YiiP + Fab1 + NB + pG + Fab2 + NB
17.75,1.771,YiiP + Fab1 + NB + pG + Fab2 + NB
17.78,1.725,YiiP + Fab1 + NB + pG + Fab2 + NB
17.81,1.683,YiiP + Fab1 + NB + pG + Fab2 + NB
17.84,1.642,YiiP + Fab1 + NB + pG + Fab2 + NB
17.87,1.601,YiiP + Fab1 + NB + pG + Fab2 + NB
17.9,1.562,YiiP + Fab1 + NB + pG + Fab2 + NB
17.93,1.525,YiiP + Fab1 + NB + pG + Fab2 + NB
17.96,1.49,YiiP + Fab1 + NB + pG + Fab2 + NB
17.99,1.454,YiiP + Fab1 + NB + pG + Fab2 + NB
18.02,1.422,YiiP + Fab1 + NB + pG + Fab2 + NB
18.05,1.39,YiiP + Fab1 + NB + pG + Fab2 + NB
18.08,1.361,YiiP + Fab1 + NB + pG + Fab2 + NB
18.11,1.334,YiiP + Fab1 + NB + pG + Fab2 + NB
18.14,1.311,YiiP + Fab1 + NB + pG + Fab2 + NB
18.17,1.29,YiiP + Fab1 + NB + pG + Fab2 + NB
18.2,1.272,YiiP + Fab1 + NB + pG + Fab2 + NB
18.23,1.255,YiiP + Fab1 + NB + pG + Fab2 + NB
18.26,1.24,YiiP + Fab1 + NB + pG + Fab2 + NB
18.29,1.229,YiiP + Fab1 + NB + pG + Fab2 + NB
18.32,1.221,YiiP + Fab1 + NB + pG + Fab2 + NB
18.35,1.214,YiiP + Fab1 + NB + pG + Fab2 + NB
18.38,1.207,YiiP + Fab1 + NB + pG + Fab2 + NB
18.41,1.204,YiiP + Fab1 + NB + pG + Fab2 + NB
18.44,1.2,YiiP + Fab1 + NB + pG + Fab2 + NB
18.47,1.198,YiiP + Fab1 + NB + pG + Fab2 + NB
18.5,1.196,YiiP + Fab1 + NB + pG + Fab2 + NB
18.53,1.193,YiiP + Fab1 + NB + pG + Fab2 + NB
18.56,1.189,YiiP + Fab1 + NB + pG + Fab2 + NB
18.59,1.187,YiiP + Fab1 + NB + pG + Fab2 + NB
18.62,1.185,YiiP + Fab1 + NB + pG + Fab2 + NB
18.649,1.183,YiiP + Fab1 + NB + pG + Fab2 + NB
18.679,1.18,YiiP + Fab1 + NB + pG + Fab2 + NB
18.709,1.177,YiiP + Fab1 + NB + pG + Fab2 + NB
18.739,1.174,YiiP + Fab1 + NB + pG + Fab2 + NB
18.769,1.17,YiiP + Fab1 + NB + pG + Fab2 + NB
18.799,1.168,YiiP + Fab1 + NB + pG + Fab2 + NB
18.829,1.163,YiiP + Fab1 + NB + pG + Fab2 + NB
18.859,1.156,YiiP + Fab1 + NB + pG + Fab2 + NB
18.889,1.151,YiiP + Fab1 + NB + pG + Fab2 + NB
18.919,1.146,YiiP + Fab1 + NB + pG + Fab2 + NB
18.949,1.142,YiiP + Fab1 + NB + pG + Fab2 + NB
18.979,1.136,YiiP + Fab1 + NB + pG + Fab2 + NB
19.009,1.128,YiiP + Fab1 + NB + pG + Fab2 + NB
19.039,1.12,YiiP + Fab1 + NB + pG + Fab2 + NB
19.069,1.112,YiiP + Fab1 + NB + pG + Fab2 + NB
19.099,1.106,YiiP + Fab1 + NB + pG + Fab2 + NB
19.129,1.101,YiiP + Fab1 + NB + pG + Fab2 + NB
19.159,1.1,YiiP + Fab1 + NB + pG + Fab2 + NB
19.189,1.1,YiiP + Fab1 + NB + pG + Fab2 + NB
19.219,1.106,YiiP + Fab1 + NB + pG + Fab2 + NB
19.249,1.118,YiiP + Fab1 + NB + pG + Fab2 + NB
19.279,1.134,YiiP + Fab1 + NB + pG + Fab2 + NB
19.309,1.157,YiiP + Fab1 + NB + pG + Fab2 + NB
19.339,1.19,YiiP + Fab1 + NB + pG + Fab2 + NB
19.369,1.228,YiiP + Fab1 + NB + pG + Fab2 + NB
19.399,1.271,YiiP + Fab1 + NB + pG + Fab2 + NB
19.429,1.314,YiiP + Fab1 + NB + pG + Fab2 + NB
19.459,1.363,YiiP + Fab1 + NB + pG + Fab2 + NB
19.489,1.412,YiiP + Fab1 + NB + pG + Fab2 + NB
19.519,1.466,YiiP + Fab1 + NB + pG + Fab2 + NB
19.549,1.517,YiiP + Fab1 + NB + pG + Fab2 + NB
19.579,1.565,YiiP + Fab1 + NB + pG + Fab2 + NB
19.609,1.611,YiiP + Fab1 + NB + pG + Fab2 + NB
19.639,1.652,YiiP + Fab1 + NB + pG + Fab2 + NB
19.669,1.69,YiiP + Fab1 + NB + pG + Fab2 + NB
19.699,1.72,YiiP + Fab1 + NB + pG + Fab2 + NB
19.729,1.742,YiiP + Fab1 + NB + pG + Fab2 + NB
19.759,1.756,YiiP + Fab1 + NB + pG + Fab2 + NB
19.789,1.761,YiiP + Fab1 + NB + pG + Fab2 + NB
19.819,1.756,YiiP + Fab1 + NB + pG + Fab2 + NB
19.849,1.745,YiiP + Fab1 + NB + pG + Fab2 + NB
19.879,1.723,YiiP + Fab1 + NB + pG + Fab2 + NB
19.909,1.694,YiiP + Fab1 + NB + pG + Fab2 + NB
19.939,1.659,YiiP + Fab1 + NB + pG + Fab2 + NB
19.969,1.617,YiiP + Fab1 + NB + pG + Fab2 + NB
19.999,1.572,YiiP + Fab1 + NB + pG + Fab2 + NB
20.029,1.523,YiiP + Fab1 + NB + pG + Fab2 + NB
20.059,1.475,YiiP + Fab1 + NB + pG + Fab2 + NB
20.089,1.425,YiiP + Fab1 + NB + pG + Fab2 + NB
20.119,1.375,YiiP + Fab1 + NB + pG + Fab2 + NB
20.149,1.324,YiiP + Fab1 + NB + pG + Fab2 + NB
20.179,1.271,YiiP + Fab1 + NB + pG + Fab2 + NB
20.209,1.214,YiiP + Fab1 + NB + pG + Fab2 + NB
20.239,1.157,YiiP + Fab1 + NB + pG + Fab2 + NB
20.269,1.093,YiiP + Fab1 + NB + pG + Fab2 + NB
20.299,1.028,YiiP + Fab1 + NB + pG + Fab2 + NB
20.329,0.957,YiiP + Fab1 + NB + pG + Fab2 + NB
20.359,0.879,YiiP + Fab1 + NB + pG + Fab2 + NB
20.389,0.797,YiiP + Fab1 + NB + pG + Fab2 + NB
20.418,0.707,YiiP + Fab1 + NB + pG + Fab2 + NB
20.448,0.618,YiiP + Fab1 + NB + pG + Fab2 + NB
20.478,0.524,YiiP + Fab1 + NB + pG + Fab2 + NB
20.508,0.433,YiiP + Fab1 + NB + pG + Fab2 + NB
20.538,0.35,YiiP + Fab1 + NB + pG + Fab2 + NB
20.568,0.277,YiiP + Fab1 + NB + pG + Fab2 + NB
20.598,0.217,YiiP + Fab1 + NB + pG + Fab2 + NB
20.628,0.175,YiiP + Fab1 + NB + pG + Fab2 + NB
20.658,0.16,YiiP + Fab1 + NB + pG + Fab2 + NB
20.688,0.178,YiiP + Fab1 + NB + pG + Fab2 + NB
20.718,0.226,YiiP + Fab1 + NB + pG + Fab2 + NB
20.748,0.305,YiiP + Fab1 + NB + pG + Fab2 + NB
20.778,0.407,YiiP + Fab1 + NB + pG + Fab2 + NB
20.808,0.523,YiiP + Fab1 + NB + pG + Fab2 + NB
20.838,0.641,YiiP + Fab1 + NB + pG + Fab2 + NB
20.868,0.747,YiiP + Fab1 + NB + pG + Fab2 + NB
20.898,0.833,YiiP + Fab1 + NB + pG + Fab2 + NB
20.928,0.897,YiiP + Fab1 + NB + pG + Fab2 + NB
20.958,0.941,YiiP + Fab1 + NB + pG + Fab2 + NB
20.988,0.971,YiiP + Fab1 + NB + pG + Fab2 + NB
21.018,0.988,YiiP + Fab1 + NB + pG + Fab2 + NB
21.048,0.998,YiiP + Fab1 + NB + pG + Fab2 + NB
21.078,1.005,YiiP + Fab1 + NB + pG + Fab2 + NB
21.108,1.011,YiiP + Fab1 + NB + pG + Fab2 + NB
21.138,1.016,YiiP + Fab1 + NB + pG + Fab2 + NB
21.168,1.021,YiiP + Fab1 + NB + pG + Fab2 + NB
21.198,1.025,YiiP + Fab1 + NB + pG + Fab2 + NB
21.228,1.029,YiiP + Fab1 + NB + pG + Fab2 + NB
21.258,1.029,YiiP + Fab1 + NB + pG + Fab2 + NB
21.288,1.025,YiiP + Fab1 + NB + pG + Fab2 + NB
21.318,1.017,YiiP + Fab1 + NB + pG + Fab2 + NB
21.348,1.007,YiiP + Fab1 + NB + pG + Fab2 + NB
21.378,0.994,YiiP + Fab1 + NB + pG + Fab2 + NB
21.408,0.976,YiiP + Fab1 + NB + pG + Fab2 + NB
21.438,0.952,YiiP + Fab1 + NB + pG + Fab2 + NB
21.468,0.927,YiiP + Fab1 + NB + pG + Fab2 + NB
21.498,0.902,YiiP + Fab1 + NB + pG + Fab2 + NB
21.528,0.873,YiiP + Fab1 + NB + pG + Fab2 + NB
21.558,0.843,YiiP + Fab1 + NB + pG + Fab2 + NB
21.588,0.813,YiiP + Fab1 + NB + pG + Fab2 + NB
21.618,0.784,YiiP + Fab1 + NB + pG + Fab2 + NB
21.648,0.757,YiiP + Fab1 + NB + pG + Fab2 + NB
21.678,0.732,YiiP + Fab1 + NB + pG + Fab2 + NB
21.708,0.705,YiiP + Fab1 + NB + pG + Fab2 + NB
21.738,0.684,YiiP + Fab1 + NB + pG + Fab2 + NB
21.768,0.664,YiiP + Fab1 + NB + pG + Fab2 + NB
21.798,0.647,YiiP + Fab1 + NB + pG + Fab2 + NB
21.828,0.633,YiiP + Fab1 + NB + pG + Fab2 + NB
